image_path,label,face_array
src/dataset\Alan_Grant\images82.jpg,Alan_Grant,"[[[0.05490196 0.04705882 0.04705882]
  [0.05882353 0.05098039 0.05098039]
  [0.07058824 0.0627451  0.0627451 ]
  ...
  [0.6862745  0.6627451  0.627451  ]
  [0.7019608  0.6784314  0.6431373 ]
  [0.7137255  0.6862745  0.6509804 ]]

 [[0.05882353 0.04705882 0.04705882]
  [0.0627451  0.05490196 0.05490196]
  [0.07450981 0.06666667 0.06666667]
  ...
  [0.6431373  0.627451   0.5921569 ]
  [0.6509804  0.627451   0.59607846]
  [0.654902   0.627451   0.59607846]]

 [[0.05882353 0.05098039 0.05098039]
  [0.0627451  0.05882353 0.05882353]
  [0.07450981 0.06666667 0.07058824]
  ...
  [0.6431373  0.627451   0.6       ]
  [0.63529414 0.6156863  0.5882353 ]
  [0.6313726  0.60784316 0.58431375]]

 ...

 [[0.13725491 0.13333334 0.15294118]
  [0.13725491 0.13333334 0.14901961]
  [0.13333334 0.12941177 0.14509805]
  ...
  [0.68235296 0.63529414 0.5254902 ]
  [0.6784314  0.6313726  0.52156866]
  [0.6745098  0.627451   0.5176471 ]]

 [[0.13333334 0.12156863 0.15294118]
  [0.13333334 0.1254902  0.15294118]
  [0.13725491 0.12941177 0.15294118]
  ...
  [0.6784314  0.6313726  0.5176471 ]
  [0.67058825 0.627451   0.5137255 ]
  [0.67058825 0.62352943 0.5137255 ]]

 [[0.11764706 0.10196079 0.14509805]
  [0.1254902  0.10980392 0.14901961]
  [0.13725491 0.1254902  0.16470589]
  ...
  [0.6666667  0.627451   0.50980395]
  [0.6627451  0.62352943 0.5058824 ]
  [0.6627451  0.62352943 0.5058824 ]]]"
src/dataset\Alan_Grant\images84.jpg,Alan_Grant,"[[[0.972549   0.9843137  1.        ]
  [0.972549   0.9843137  1.        ]
  [0.96862745 0.98039216 0.99607843]
  ...
  [0.28235295 0.32941177 0.42745098]
  [0.27450982 0.32156864 0.41568628]
  [0.27450982 0.32156864 0.41568628]]

 [[0.972549   0.9843137  1.        ]
  [0.972549   0.9843137  1.        ]
  [0.96862745 0.98039216 0.99607843]
  ...
  [0.28235295 0.32941177 0.42745098]
  [0.27450982 0.32156864 0.41568628]
  [0.27450982 0.32156864 0.41568628]]

 [[0.9764706  0.9882353  1.        ]
  [0.9764706  0.9882353  1.        ]
  [0.972549   0.9843137  0.99607843]
  ...
  [0.30980393 0.3529412  0.45490196]
  [0.29803923 0.34509805 0.44313726]
  [0.29803923 0.34509805 0.44313726]]

 ...

 [[0.3529412  0.42745098 0.49411765]
  [0.3529412  0.42745098 0.49411765]
  [0.36078432 0.43529412 0.5019608 ]
  ...
  [0.02745098 0.02352941 0.03529412]
  [0.02745098 0.02352941 0.03137255]
  [0.02745098 0.02352941 0.03137255]]

 [[0.36078432 0.43137255 0.49803922]
  [0.36078432 0.43137255 0.49803922]
  [0.36862746 0.4392157  0.5058824 ]
  ...
  [0.02352941 0.01568628 0.02352941]
  [0.01960784 0.01568628 0.02352941]
  [0.01960784 0.01568628 0.02352941]]

 [[0.36078432 0.43137255 0.49803922]
  [0.36078432 0.43137255 0.49803922]
  [0.36862746 0.4392157  0.5058824 ]
  ...
  [0.02352941 0.01568628 0.02352941]
  [0.01960784 0.01568628 0.02352941]
  [0.01960784 0.01568628 0.02352941]]]"
src/dataset\Alan_Grant\images94.jpg,Alan_Grant,"[[[0.3019608  0.3254902  0.4       ]
  [0.3019608  0.3254902  0.4       ]
  [0.3019608  0.3254902  0.4       ]
  ...
  [0.5294118  0.5764706  0.6862745 ]
  [0.5294118  0.5764706  0.6862745 ]
  [0.5294118  0.5764706  0.6862745 ]]

 [[0.28627452 0.30980393 0.38431373]
  [0.28627452 0.30980393 0.38431373]
  [0.28627452 0.30980393 0.38431373]
  ...
  [0.4862745  0.5372549  0.64705884]
  [0.49411765 0.5411765  0.6509804 ]
  [0.49803922 0.54509807 0.654902  ]]

 [[0.27058825 0.29411766 0.36862746]
  [0.27058825 0.29411766 0.36862746]
  [0.26666668 0.2901961  0.3647059 ]
  ...
  [0.46666667 0.5137255  0.62352943]
  [0.4745098  0.52156866 0.6313726 ]
  [0.47843137 0.5254902  0.63529414]]

 ...

 [[0.30980393 0.23921569 0.22352941]
  [0.30980393 0.24313726 0.22745098]
  [0.3137255  0.2509804  0.23529412]
  ...
  [0.08235294 0.15686275 0.29411766]
  [0.07058824 0.13725491 0.2901961 ]
  [0.0627451  0.1254902  0.2901961 ]]

 [[0.31764707 0.25490198 0.24705882]
  [0.31764707 0.25882354 0.24705882]
  [0.31764707 0.2627451  0.25490198]
  ...
  [0.08235294 0.15294118 0.29803923]
  [0.07058824 0.13333334 0.3019608 ]
  [0.0627451  0.1254902  0.3019608 ]]

 [[0.35686275 0.30588236 0.29803923]
  [0.3529412  0.3019608  0.29411766]
  [0.34901962 0.29803923 0.2901961 ]
  ...
  [0.08627451 0.15294118 0.30980393]
  [0.07843138 0.13725491 0.3137255 ]
  [0.07450981 0.12941177 0.31764707]]]"
src/dataset\Alan_Grant\images95.jpg,Alan_Grant,"[[[0.16078432 0.25882354 0.27450982]
  [0.16862746 0.27450982 0.2901961 ]
  [0.1764706  0.2784314  0.29411766]
  ...
  [0.2509804  0.39215687 0.5411765 ]
  [0.28627452 0.41960785 0.56078434]
  [0.32156864 0.4509804  0.5803922 ]]

 [[0.16862746 0.26666668 0.28235295]
  [0.18431373 0.28627452 0.3019608 ]
  [0.18431373 0.2901961  0.30588236]
  ...
  [0.19215687 0.33333334 0.47843137]
  [0.21176471 0.34509805 0.48235294]
  [0.23137255 0.36078432 0.49019608]]

 [[0.17254902 0.27058825 0.28627452]
  [0.18039216 0.2784314  0.29411766]
  [0.1764706  0.27450982 0.2901961 ]
  ...
  [0.25490198 0.39215687 0.5294118 ]
  [0.24705882 0.38431373 0.5137255 ]
  [0.23921569 0.36862746 0.49803922]]

 ...

 [[0.5921569  0.45490196 0.14117648]
  [0.5764706  0.4392157  0.10588235]
  [0.57254905 0.43529412 0.08627451]
  ...
  [0.16470589 0.25490198 0.33333334]
  [0.1764706  0.24313726 0.3254902 ]
  [0.17254902 0.21568628 0.3019608 ]]

 [[0.59607846 0.44705883 0.14117648]
  [0.5529412  0.40784314 0.08627451]
  [0.5411765  0.39607844 0.06666667]
  ...
  [0.18431373 0.27058825 0.35686275]
  [0.16862746 0.23529412 0.32941177]
  [0.11764706 0.16078432 0.26666668]]

 [[0.5058824  0.33333334 0.05490196]
  [0.5372549  0.3647059  0.08627451]
  [0.5647059  0.39215687 0.11372549]
  ...
  [0.12941177 0.21176471 0.3137255 ]
  [0.09803922 0.1764706  0.2901961 ]
  [0.0627451  0.14117648 0.2627451 ]]]"
src/dataset\Alan_Grant\Jurassic-Park-Sam-Neill-696x442.jpg,Alan_Grant,"[[[0.75686276 0.8352941  0.972549  ]
  [0.73333335 0.8156863  0.9490196 ]
  [0.69803923 0.78039217 0.9098039 ]
  ...
  [0.29411766 0.39215687 0.47058824]
  [0.29411766 0.3882353  0.46666667]
  [0.29411766 0.3882353  0.46666667]]

 [[0.7058824  0.7882353  0.9254902 ]
  [0.69411767 0.7764706  0.9137255 ]
  [0.6745098  0.7607843  0.89411765]
  ...
  [0.29803923 0.39607844 0.4745098 ]
  [0.29803923 0.39607844 0.4745098 ]
  [0.29803923 0.39607844 0.4745098 ]]

 [[0.67058825 0.75686276 0.89411765]
  [0.6666667  0.7490196  0.8901961 ]
  [0.654902   0.7372549  0.88235295]
  ...
  [0.29803923 0.39607844 0.4745098 ]
  [0.3019608  0.4        0.47843137]
  [0.30588236 0.4        0.47843137]]

 ...

 [[0.15294118 0.1254902  0.52156866]
  [0.15686275 0.1254902  0.5176471 ]
  [0.15686275 0.1254902  0.5137255 ]
  ...
  [0.41960785 0.53333336 0.62352943]
  [0.4        0.5294118  0.60784316]
  [0.38431373 0.5254902  0.6       ]]

 [[0.15294118 0.10980392 0.49411765]
  [0.15294118 0.11372549 0.5019608 ]
  [0.15686275 0.11372549 0.50980395]
  ...
  [0.39215687 0.4862745  0.5921569 ]
  [0.36078432 0.45882353 0.5647059 ]
  [0.34117648 0.44313726 0.54509807]]

 [[0.14901961 0.10196079 0.49411765]
  [0.15294118 0.10588235 0.49803922]
  [0.16078432 0.10980392 0.50980395]
  ...
  [0.35686275 0.44705883 0.54901963]
  [0.32156864 0.41568628 0.5176471 ]
  [0.29803923 0.39607844 0.49803922]]]"
src/dataset\Alan_Grant\Jurassic-Park-Sam-Neill-as-Alan-Grant-on-helicopter.jpg,Alan_Grant,"[[[0.0627451  0.0627451  0.0627451 ]
  [0.0627451  0.0627451  0.0627451 ]
  [0.0627451  0.0627451  0.0627451 ]
  ...
  [0.14117648 0.16470589 0.18039216]
  [0.21568628 0.22745098 0.26666668]
  [0.26666668 0.28235295 0.31764707]]

 [[0.0627451  0.0627451  0.0627451 ]
  [0.0627451  0.0627451  0.0627451 ]
  [0.0627451  0.0627451  0.0627451 ]
  ...
  [0.22352941 0.24313726 0.2784314 ]
  [0.08627451 0.10196079 0.16470589]
  [0.09803922 0.11372549 0.1764706 ]]

 [[0.0627451  0.0627451  0.0627451 ]
  [0.0627451  0.0627451  0.0627451 ]
  [0.0627451  0.0627451  0.0627451 ]
  ...
  [0.47843137 0.49411765 0.54509807]
  [0.3254902  0.32941177 0.3882353 ]
  [0.20392157 0.21568628 0.26666668]]

 ...

 [[0.2509804  0.1764706  0.14901961]
  [0.22745098 0.15686275 0.11372549]
  [0.2627451  0.19215687 0.15294118]
  ...
  [0.39215687 0.5803922  0.5568628 ]
  [0.4        0.5882353  0.5921569 ]
  [0.40392157 0.59607846 0.5882353 ]]

 [[0.2        0.12941177 0.11372549]
  [0.19215687 0.11764706 0.09803922]
  [0.21568628 0.13725491 0.11764706]
  ...
  [0.40392157 0.60784316 0.58431375]
  [0.4        0.5921569  0.5882353 ]
  [0.4117647  0.6156863  0.6       ]]

 [[0.2        0.12941177 0.1254902 ]
  [0.14509805 0.07058824 0.06666667]
  [0.22352941 0.15294118 0.14901961]
  ...
  [0.37254903 0.58431375 0.5647059 ]
  [0.38039216 0.58431375 0.5686275 ]
  [0.38431373 0.5882353  0.57254905]]]"
src/dataset\Alan_Grant\jurpkag-main1.jpg,Alan_Grant,"[[[0.6313726  0.63529414 0.627451  ]
  [0.5882353  0.5921569  0.5803922 ]
  [0.5568628  0.56078434 0.54509807]
  ...
  [0.45882353 0.5176471  0.5803922 ]
  [0.47058824 0.5294118  0.5921569 ]
  [0.47843137 0.5372549  0.6       ]]

 [[0.5921569  0.59607846 0.5803922 ]
  [0.56078434 0.5647059  0.54901963]
  [0.52156866 0.5294118  0.5137255 ]
  ...
  [0.45490196 0.5137255  0.5764706 ]
  [0.4627451  0.52156866 0.58431375]
  [0.4745098  0.53333336 0.59607846]]

 [[0.49803922 0.5058824  0.49019608]
  [0.49803922 0.5058824  0.49019608]
  [0.49803922 0.5058824  0.49019608]
  ...
  [0.42352942 0.48235294 0.54509807]
  [0.41568628 0.4745098  0.5372549 ]
  [0.41568628 0.4745098  0.5372549 ]]

 ...

 [[0.6117647  0.5254902  0.41568628]
  [0.6039216  0.52156866 0.4117647 ]
  [0.5803922  0.49803922 0.39607844]
  ...
  [0.14901961 0.14509805 0.10588235]
  [0.1882353  0.18039216 0.14117648]
  [0.22745098 0.21960784 0.18039216]]

 [[0.62352943 0.5372549  0.42745098]
  [0.60784316 0.52156866 0.41568628]
  [0.5764706  0.49803922 0.39607844]
  ...
  [0.14117648 0.12941177 0.09411765]
  [0.18039216 0.17254902 0.13333334]
  [0.23137255 0.21176471 0.18039216]]

 [[0.60784316 0.5137255  0.41960785]
  [0.60784316 0.52156866 0.43137255]
  [0.5882353  0.50980395 0.42352942]
  ...
  [0.16078432 0.13725491 0.11372549]
  [0.18039216 0.15686275 0.1254902 ]
  [0.2        0.17254902 0.13725491]]]"
src/dataset\Alan_Grant\jurpkag-main1.jpg,Alan_Grant,"[[[0.47058824 0.54509807 0.6039216 ]
  [0.47058824 0.54509807 0.6039216 ]
  [0.46666667 0.5411765  0.6       ]
  ...
  [0.88235295 0.8509804  0.8627451 ]
  [0.8862745  0.85882354 0.87058824]
  [0.8862745  0.85882354 0.87058824]]

 [[0.46666667 0.5411765  0.6       ]
  [0.46666667 0.5411765  0.6       ]
  [0.46666667 0.5372549  0.59607846]
  ...
  [0.8745098  0.84705883 0.85882354]
  [0.8784314  0.8509804  0.8627451 ]
  [0.8784314  0.8509804  0.8627451 ]]

 [[0.45490196 0.5294118  0.5882353 ]
  [0.45490196 0.5294118  0.5882353 ]
  [0.45882353 0.5294118  0.5882353 ]
  ...
  [0.8509804  0.827451   0.8392157 ]
  [0.85490197 0.8352941  0.84313726]
  [0.85490197 0.8352941  0.84313726]]

 ...

 [[0.3764706  0.44313726 0.4627451 ]
  [0.3764706  0.44313726 0.4627451 ]
  [0.38039216 0.44313726 0.46666667]
  ...
  [0.827451   0.79607844 0.81960785]
  [0.83137256 0.8        0.8235294 ]
  [0.83137256 0.8        0.8235294 ]]

 [[0.38431373 0.44313726 0.45882353]
  [0.38431373 0.44313726 0.45882353]
  [0.3882353  0.44705883 0.4627451 ]
  ...
  [0.83137256 0.79607844 0.8156863 ]
  [0.8392157  0.8        0.8235294 ]
  [0.8392157  0.8        0.8235294 ]]

 [[0.3882353  0.44705883 0.45882353]
  [0.3882353  0.44705883 0.45882353]
  [0.3882353  0.44705883 0.4627451 ]
  ...
  [0.83137256 0.79607844 0.8156863 ]
  [0.8392157  0.8        0.8235294 ]
  [0.8392157  0.8        0.8235294 ]]]"
src/dataset\Alan_Grant\jurpkag-main1.jpg,Alan_Grant,"[[[0.60784316 0.41568628 0.44705883]
  [0.60784316 0.41568628 0.44705883]
  [0.6039216  0.41568628 0.44705883]
  ...
  [0.62352943 0.45490196 0.4862745 ]
  [0.62352943 0.45882353 0.4862745 ]
  [0.62352943 0.45882353 0.4862745 ]]

 [[0.60784316 0.41568628 0.44705883]
  [0.60784316 0.41568628 0.44705883]
  [0.60784316 0.41568628 0.44705883]
  ...
  [0.61960787 0.45490196 0.4862745 ]
  [0.62352943 0.45882353 0.4862745 ]
  [0.62352943 0.45882353 0.4862745 ]]

 [[0.6039216  0.41960785 0.44705883]
  [0.6039216  0.41960785 0.44705883]
  [0.6039216  0.41568628 0.44705883]
  ...
  [0.6117647  0.4509804  0.48235294]
  [0.6117647  0.45490196 0.48235294]
  [0.6117647  0.45490196 0.48235294]]

 ...

 [[0.9019608  0.8862745  0.8901961 ]
  [0.9019608  0.8862745  0.8901961 ]
  [0.90588236 0.8862745  0.8901961 ]
  ...
  [0.5686275  0.57254905 0.61960787]
  [0.57254905 0.5764706  0.62352943]
  [0.57254905 0.5764706  0.62352943]]

 [[0.90588236 0.8862745  0.8901961 ]
  [0.90588236 0.8862745  0.8901961 ]
  [0.90588236 0.8862745  0.8901961 ]
  ...
  [0.5764706  0.5764706  0.627451  ]
  [0.5803922  0.5803922  0.627451  ]
  [0.5803922  0.5803922  0.627451  ]]

 [[0.90588236 0.8862745  0.8901961 ]
  [0.90588236 0.8862745  0.8901961 ]
  [0.90588236 0.8862745  0.8901961 ]
  ...
  [0.5764706  0.5764706  0.627451  ]
  [0.5803922  0.5803922  0.627451  ]
  [0.5803922  0.5803922  0.627451  ]]]"
src/dataset\Alan_Grant\maxresdefault0.jpg,Alan_Grant,"[[[0.6156863  0.69411767 0.7529412 ]
  [0.6431373  0.7294118  0.7882353 ]
  [0.6431373  0.73333335 0.79607844]
  ...
  [0.22352941 0.44313726 0.5254902 ]
  [0.24705882 0.45490196 0.5372549 ]
  [0.25882354 0.4627451  0.54901963]]

 [[0.40784314 0.46666667 0.5294118 ]
  [0.48235294 0.54901963 0.6117647 ]
  [0.54509807 0.61960787 0.68235296]
  ...
  [0.22352941 0.4392157  0.5294118 ]
  [0.24313726 0.4509804  0.5372549 ]
  [0.2509804  0.45882353 0.5411765 ]]

 [[0.18431373 0.24313726 0.30588236]
  [0.2784314  0.34117648 0.40392157]
  [0.39607844 0.45882353 0.52156866]
  ...
  [0.22745098 0.4392157  0.5294118 ]
  [0.23529412 0.44313726 0.5294118 ]
  [0.23921569 0.44705883 0.5294118 ]]

 ...

 [[0.03137255 0.05882353 0.08627451]
  [0.02745098 0.05882353 0.09411765]
  [0.03921569 0.07450981 0.10980392]
  ...
  [0.9137255  0.9764706  0.9882353 ]
  [0.92156863 0.98039216 0.9882353 ]
  [0.92941177 0.9764706  0.9843137 ]]

 [[0.00784314 0.02745098 0.05882353]
  [0.01176471 0.03921569 0.07450981]
  [0.04313726 0.07843138 0.11372549]
  ...
  [0.9137255  0.9764706  0.9882353 ]
  [0.92156863 0.972549   0.9843137 ]
  [0.9254902  0.972549   0.98039216]]

 [[0.         0.00392157 0.03529412]
  [0.00784314 0.01960784 0.05490196]
  [0.05098039 0.08235294 0.12156863]
  ...
  [0.92156863 0.96862745 0.9843137 ]
  [0.92156863 0.9647059  0.98039216]
  [0.91764706 0.9607843  0.9764706 ]]]"
src/dataset\Alan_Grant\p-jurassic-park-sam-neill.jpg,Alan_Grant,"[[[0.20784314 0.27450982 0.3019608 ]
  [0.16078432 0.23137255 0.25882354]
  [0.15294118 0.21960784 0.25490198]
  ...
  [0.5568628  0.65882355 0.7607843 ]
  [0.5764706  0.6862745  0.7764706 ]
  [0.5803922  0.69411767 0.7764706 ]]

 [[0.1764706  0.23921569 0.26666668]
  [0.14509805 0.21568628 0.24313726]
  [0.14117648 0.21960784 0.2509804 ]
  ...
  [0.5294118  0.6313726  0.7372549 ]
  [0.5372549  0.64705884 0.7372549 ]
  [0.5372549  0.6431373  0.73333335]]

 [[0.1882353  0.2509804  0.2784314 ]
  [0.16078432 0.23137255 0.25882354]
  [0.14117648 0.21568628 0.24705882]
  ...
  [0.5058824  0.6156863  0.73333335]
  [0.49411765 0.6        0.7019608 ]
  [0.47843137 0.58431375 0.6862745 ]]

 ...

 [[0.6117647  0.44313726 0.12941177]
  [0.6117647  0.43529412 0.14901961]
  [0.64705884 0.46666667 0.2       ]
  ...
  [0.5411765  0.43137255 0.24313726]
  [0.5019608  0.40392157 0.20392157]
  [0.4862745  0.38039216 0.16470589]]

 [[0.62352943 0.4509804  0.13333334]
  [0.6313726  0.44313726 0.15686275]
  [0.63529414 0.4509804  0.1764706 ]
  ...
  [0.5254902  0.4        0.1882353 ]
  [0.4745098  0.37254903 0.15686275]
  [0.4392157  0.33333334 0.10196079]]

 [[0.6156863  0.43529412 0.12156863]
  [0.6313726  0.43529412 0.14509805]
  [0.6039216  0.4117647  0.12941177]
  ...
  [0.52156866 0.39215687 0.14901961]
  [0.4745098  0.3647059  0.12941177]
  [0.45490196 0.34509805 0.09411765]]]"
src/dataset\Alan_Grant\sam-neill-dr-alan-grant-jurassic-park.jpg,Alan_Grant,"[[[0.972549   0.972549   0.99607843]
  [0.972549   0.972549   0.99607843]
  [0.9764706  0.9764706  1.        ]
  ...
  [0.46666667 0.5137255  0.6431373 ]
  [0.48235294 0.5294118  0.654902  ]
  [0.49411765 0.5372549  0.6627451 ]]

 [[0.972549   0.972549   0.99607843]
  [0.972549   0.972549   0.99607843]
  [0.972549   0.972549   0.99607843]
  ...
  [0.4627451  0.5058824  0.64705884]
  [0.47843137 0.52156866 0.65882355]
  [0.49019608 0.5294118  0.6627451 ]]

 [[0.972549   0.9764706  0.99215686]
  [0.972549   0.972549   0.99215686]
  [0.96862745 0.972549   0.99215686]
  ...
  [0.4509804  0.49803922 0.6509804 ]
  [0.47058824 0.50980395 0.65882355]
  [0.48235294 0.5137255  0.6666667 ]]

 ...

 [[0.32941177 0.41960785 0.47843137]
  [0.32156864 0.4117647  0.47058824]
  [0.30588236 0.39215687 0.4509804 ]
  ...
  [0.04313726 0.02745098 0.02352941]
  [0.04705882 0.02745098 0.02745098]
  [0.04705882 0.03137255 0.02745098]]

 [[0.32941177 0.42745098 0.48235294]
  [0.32941177 0.42352942 0.48235294]
  [0.32941177 0.41960785 0.47843137]
  ...
  [0.04705882 0.02745098 0.02745098]
  [0.04705882 0.02745098 0.02745098]
  [0.04705882 0.02745098 0.03137255]]

 [[0.32941177 0.43137255 0.4862745 ]
  [0.33333334 0.43137255 0.49019608]
  [0.34509805 0.43529412 0.49411765]
  ...
  [0.05098039 0.03137255 0.02745098]
  [0.04705882 0.02745098 0.03137255]
  [0.04705882 0.02745098 0.03137255]]]"
src/dataset\Alan_Grant\sam-neill-jurassic-park-alan-grant-dennis-nedry-youtube-png-alan-grant-png-820_1009.jpg,Alan_Grant,"[[[0.34117648 0.3647059  0.44313726]
  [0.3372549  0.35686275 0.4392157 ]
  [0.3372549  0.36078432 0.4392157 ]
  ...
  [0.9882353  0.99607843 1.        ]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]

 [[0.34117648 0.3647059  0.4392157 ]
  [0.34509805 0.36862746 0.44313726]
  [0.34117648 0.3647059  0.4392157 ]
  ...
  [0.9882353  0.99607843 1.        ]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]

 [[0.35686275 0.38039216 0.45490196]
  [0.3647059  0.3882353  0.4627451 ]
  [0.3372549  0.36078432 0.43529412]
  ...
  [0.9882353  0.99607843 1.        ]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]

 ...

 [[0.21960784 0.21176471 0.3529412 ]
  [0.24705882 0.23529412 0.3882353 ]
  [0.24705882 0.23921569 0.39215687]
  ...
  [0.99607843 0.99607843 0.99607843]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]

 [[0.22745098 0.21176471 0.36078432]
  [0.2509804  0.23921569 0.39215687]
  [0.23921569 0.23137255 0.38431373]
  ...
  [0.99607843 0.99607843 0.99607843]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]

 [[0.22745098 0.21568628 0.37254903]
  [0.23921569 0.23137255 0.39215687]
  [0.23137255 0.22745098 0.38039216]
  ...
  [0.99607843 0.99607843 0.99607843]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]]"
src/dataset\Alan_Grant\sam-neill-jurassic-park-iii-2001-BPH95X.jpg,Alan_Grant,"[[[0.43529412 0.46666667 0.5176471 ]
  [0.5019608  0.5254902  0.58431375]
  [0.5411765  0.56078434 0.61960787]
  ...
  [0.23137255 0.3254902  0.41568628]
  [0.21176471 0.30588236 0.4       ]
  [0.21176471 0.30980393 0.3882353 ]]

 [[0.2509804  0.28627452 0.32941177]
  [0.36862746 0.40392157 0.44705883]
  [0.45882353 0.49019608 0.54509807]
  ...
  [0.22352941 0.32156864 0.4       ]
  [0.21176471 0.30980393 0.39215687]
  [0.21568628 0.31764707 0.3882353 ]]

 [[0.07058824 0.11764706 0.14117648]
  [0.15686275 0.19607843 0.23137255]
  [0.23921569 0.28235295 0.31764707]
  ...
  [0.21960784 0.32156864 0.3882353 ]
  [0.21568628 0.31764707 0.38431373]
  [0.22352941 0.3254902  0.3882353 ]]

 ...

 [[0.07450981 0.14901961 0.13725491]
  [0.09019608 0.16078432 0.15294118]
  [0.10588235 0.18039216 0.16862746]
  ...
  [0.61960787 0.62352943 0.62352943]
  [0.6627451  0.6392157  0.6431373 ]
  [0.70980394 0.6666667  0.67058825]]

 [[0.07843138 0.14117648 0.14901961]
  [0.08235294 0.14509805 0.14509805]
  [0.10980392 0.16078432 0.15686275]
  ...
  [0.68235296 0.6666667  0.6431373 ]
  [0.7372549  0.6901961  0.67058825]
  [0.79607844 0.72156864 0.7058824 ]]

 [[0.08235294 0.14509805 0.14117648]
  [0.09411765 0.14901961 0.14509805]
  [0.10980392 0.16470589 0.15294118]
  ...
  [0.7607843  0.7137255  0.6784314 ]
  [0.8039216  0.7294118  0.69803923]
  [0.85490197 0.75686276 0.73333335]]]"
src/dataset\Ellie_Sattler\-Ellie-Sattler-jurassic-park-38766750-200-200.jpg,Ellie_Sattler,"[[[0.99607843 0.87058824 0.9647059 ]
  [0.99607843 0.87058824 0.9647059 ]
  [0.99215686 0.8784314  0.96862745]
  ...
  [0.9764706  0.26666668 0.49803922]
  [0.9764706  0.27058825 0.49803922]
  [0.9764706  0.27058825 0.49803922]]

 [[0.99607843 0.87058824 0.9647059 ]
  [0.99607843 0.87058824 0.9647059 ]
  [0.99215686 0.88235295 0.96862745]
  ...
  [0.9764706  0.26666668 0.49803922]
  [0.9764706  0.27058825 0.49803922]
  [0.9764706  0.27058825 0.49803922]]

 [[0.99215686 0.9019608  0.9764706 ]
  [0.99215686 0.9019608  0.9764706 ]
  [0.9882353  0.9098039  0.9764706 ]
  ...
  [0.96862745 0.27058825 0.48235294]
  [0.9647059  0.27058825 0.48235294]
  [0.9647059  0.27058825 0.48235294]]

 ...

 [[0.7882353  0.2        0.99215686]
  [0.7882353  0.2        0.99215686]
  [0.7882353  0.23921569 0.99215686]
  ...
  [0.76862746 0.20784314 0.58431375]
  [0.7647059  0.20784314 0.5803922 ]
  [0.7647059  0.20784314 0.5803922 ]]

 [[0.80784315 0.16078432 0.9882353 ]
  [0.80784315 0.16078432 0.9882353 ]
  [0.80784315 0.20392157 0.9882353 ]
  ...
  [0.75686276 0.19607843 0.5882353 ]
  [0.7529412  0.19215687 0.5803922 ]
  [0.7529412  0.19215687 0.5803922 ]]

 [[0.80784315 0.16078432 0.9882353 ]
  [0.80784315 0.16078432 0.9882353 ]
  [0.80784315 0.20392157 0.9882353 ]
  ...
  [0.75686276 0.19607843 0.5882353 ]
  [0.7529412  0.19215687 0.5803922 ]
  [0.7529412  0.19215687 0.5803922 ]]]"
src/dataset\Ellie_Sattler\2213_00277_mob.jpg,Ellie_Sattler,"[[[0.3764706  0.6313726  0.7058824 ]
  [0.30588236 0.54509807 0.6431373 ]
  [0.30588236 0.5411765  0.67058825]
  ...
  [0.18039216 0.34117648 0.43529412]
  [0.21176471 0.38431373 0.47843137]
  [0.27058825 0.44313726 0.5176471 ]]

 [[0.39215687 0.6313726  0.73333335]
  [0.40392157 0.6745098  0.77254903]
  [0.3882353  0.6509804  0.74509805]
  ...
  [0.16862746 0.31764707 0.39215687]
  [0.19215687 0.3529412  0.42352942]
  [0.20392157 0.36862746 0.4509804 ]]

 [[0.3372549  0.59607846 0.69411767]
  [0.3529412  0.60784316 0.7058824 ]
  [0.40784314 0.6509804  0.7490196 ]
  ...
  [0.24705882 0.38431373 0.4627451 ]
  [0.22352941 0.37254903 0.4509804 ]
  [0.1882353  0.33333334 0.38039216]]

 ...

 [[0.09411765 0.22745098 0.38039216]
  [0.14117648 0.25882354 0.53333336]
  [0.16078432 0.37254903 0.5529412 ]
  ...
  [0.11764706 0.1764706  0.29803923]
  [0.09803922 0.1764706  0.32156864]
  [0.09411765 0.19607843 0.3372549 ]]

 [[0.07058824 0.13333334 0.18039216]
  [0.1254902  0.29411766 0.4745098 ]
  [0.13725491 0.33333334 0.654902  ]
  ...
  [0.06666667 0.12156863 0.22352941]
  [0.08235294 0.16862746 0.2901961 ]
  [0.09803922 0.2        0.34509805]]

 [[0.07058824 0.13725491 0.23529412]
  [0.1882353  0.29803923 0.5529412 ]
  [0.15686275 0.32156864 0.6431373 ]
  ...
  [0.12156863 0.1882353  0.3529412 ]
  [0.13725491 0.21568628 0.39215687]
  [0.13725491 0.23529412 0.40784314]]]"
